_G Int,G FWHM,G Shift,_2D Int,2D FWHM,2D Shift,_2D_MassCenter,_D Int,2D/G,D/G,_R Int,_Rp Int,R/G,Rp/G,_Target
1738.0417,13.9709,1582.65,7154.9895,21.2219,2687.243,2689.2642,121.0062,4.116696107,0.06962215,0,0,0,0,28 - 30 degree
1685.0019,13.9379,1582.052,7341.9277,21.2532,2686.195,2688.3441,107.0011,4.357222208,0.063502065,0,0,0,0,28 - 30 degree
1623.046,14.2966,1581.73,7691.9456,20.201,2685.636,2687.7298,100.0027,4.739203695,0.061614212,0,0,0,0,28 - 30 degree
1678.0384,14.0308,1582.092,7457.9853,20.7616,2686.596,2688.698,105.0016,4.444466408,0.062574015,0,0,0,0,28 - 30 degree
1685.0019,13.8951,1582.221,7475.9651,21.5989,2686.407,2688.475,128.0046,4.436769537,0.075967036,0,0,0,0,28 - 30 degree
1652.0064,13.9502,1582.416,7331.9002,21.7625,2687.044,2689.0846,103.002,4.438179053,0.062349637,0,0,0,0,28 - 30 degree
1602.0252,14.8084,1582.657,6961.9434,23.1636,2687.795,2689.7346,107.0011,4.345714037,0.066791147,0,0,0,0,28 - 30 degree
1635.0207,14.2956,1581.558,7278.8845,20.7375,2684.989,2687.0747,116.0074,4.451860762,0.07095164,0,0,0,0,28 - 30 degree
1680.0558,13.8236,1582.748,6909.9653,21.902,2688.002,2689.8945,108.0009,4.112937975,0.064284115,0,0,0,0,28 - 30 degree
1667.0398,14.1554,1582.076,6880.9218,21.9518,2686.458,2688.4838,105.0016,4.127628986,0.062986859,0,0,0,0,28 - 30 degree
1683.0494,14.1183,1581.273,7214.9204,20.9188,2684.582,2686.7032,101.0025,4.286814398,0.060011608,0,0,0,0,28 - 30 degree
1595.0617,14.8614,1581.286,6605.9318,23.9215,2684.782,2686.9081,117.0071,4.141489825,0.073355846,0,0,0,0,28 - 30 degree
1661.0525,13.9865,1581.691,7486.9135,20.2948,2685.388,2687.5032,113.0081,4.507331045,0.068034033,0,0,0,0,28 - 30 degree
1712.01,14.0428,1582.024,6900.9755,21.7649,2685.954,2688.0481,213.0018,4.030920088,0.124416213,0,0,0,0,28 - 30 degree
1608.0126,15.1834,1582.926,6822.95,22.5244,2687.874,2689.7889,134.0032,4.243094861,0.08333467,0,0,0,0,28 - 30 degree
1678.0384,13.9526,1582.853,6996.98,21.6245,2687.872,2689.8225,115.0076,4.169737713,0.06853693,0,0,0,0,28 - 30 degree
1626.0396,14.5263,1583.987,7019.9151,21.4288,2690.142,2691.9613,128.0046,4.317185818,0.078721699,0,0,0,0,28 - 30 degree
1715.0036,13.6928,1583.113,7096.9036,21.242,2688.116,2690.1071,118.0069,4.138127523,0.068808544,0,0,0,0,28 - 30 degree
1691.0542,14.1907,1582.975,7051.9549,21.4337,2688.1,2690.0202,123.0058,4.170153091,0.072739123,0,0,0,0,28 - 30 degree
1662.0286,14.1089,1582.738,7166.9755,21.112,2687.586,2689.6254,113.0081,4.312185422,0.067994077,0,0,0,0,28 - 30 degree
1647.0603,14.3437,1582.32,7259.9832,20.8498,2686.621,2688.6422,117.0071,4.407842992,0.071039961,0,0,0,0,28 - 30 degree
1696.0003,13.6216,1583.286,7335.9347,21.0752,2688.994,2691.0251,113.0081,4.325432431,0.066632123,0,0,0,0,28 - 30 degree
1609.0538,14.9239,1582.899,6535.9747,24.0274,2688.206,2690.1066,128.0046,4.061998859,0.079552716,0,0,0,0,28 - 30 degree
1723.0084,14.0409,1582.348,7111.8858,21.3719,2686.776,2688.9081,105.0016,4.127597869,0.060940852,0,0,0,0,28 - 30 degree
1671.0098,14.7074,1581.24,6928.9814,23.0176,2684.485,2686.8134,122.006,4.146583341,0.073013336,0,0,0,0,28 - 30 degree
1629.0333,14.8265,1581.975,6628.9824,23.1804,2685.841,2687.941,116.0074,4.069273722,0.071212418,0,0,0,0,28 - 30 degree
1685.0019,14.2667,1582.288,6914.9207,22.2694,2686.685,2688.6572,105.0016,4.103805877,0.062315419,0,0,0,0,28 - 30 degree
1692.0305,13.8263,1582.484,7180.9207,21.4946,2687.075,2689.0044,121.0062,4.243966465,0.071515378,0,0,0,0,28 - 30 degree
1675.0446,14.2083,1582.8,7433.8978,20.8875,2687.922,2689.9695,128.0046,4.438029769,0.076418622,0,0,0,0,28 - 30 degree
1626.0396,14.3916,1582.16,7406.9295,21.3751,2686.733,2688.7959,107.0011,4.555196257,0.065804732,0,0,0,0,28 - 30 degree
1561.0249,15.4004,1582.243,6475.929,24.9978,2686.799,2688.6763,142.0014,4.14851102,0.090966774,0,0,0,0,28 - 30 degree
1632.0269,14.1275,1581.967,7443.9246,21.2941,2686.05,2688.1873,96.0036,4.561153128,0.058824766,0,0,0,0,28 - 30 degree
1651.0303,13.9759,1581.871,7522.9871,21.1618,2685.869,2687.9725,105.0016,4.556540907,0.063597621,0,0,0,0,28 - 30 degree
1622.0047,14.3759,1583.035,6547.9608,22.3367,2688.183,2690.0647,108.0009,4.036955503,0.066584826,0,0,0,0,28 - 30 degree
1674.0034,14.0897,1583.235,6776.965,22.3616,2688.765,2690.6169,104.0018,4.048357966,0.062127592,0,0,0,0,28 - 30 degree
1622.0047,14.7317,1582.602,6810.9646,22.5725,2687.458,2689.4888,100.0027,4.199102876,0.061653767,0,0,0,0,28 - 30 degree
1648.0367,14.0416,1582.503,7067.9748,21.4705,2687.187,2689.1757,114.0078,4.288724153,0.06917795,0,0,0,0,28 - 30 degree
1633.0033,14.0755,1582.955,7032.9382,21.7103,2688.112,2690.0673,124.0055,4.306750758,0.075937079,0,0,0,0,28 - 30 degree
1663.0048,13.8758,1582.663,7249.957,20.7816,2687.198,2689.2197,107.0011,4.35955266,0.064342027,0,0,0,0,28 - 30 degree
1662.0286,14.1294,1582.992,6792.9856,22.1859,2688.08,2690.0212,120.0065,4.087165287,0.072204835,0,0,0,0,28 - 30 degree
1674.0034,13.796,1582.409,7125.9465,21.1136,2686.67,2688.8543,129.0044,4.256829168,0.077063404,0,0,0,0,28 - 30 degree
1708.0401,13.826,1582.484,7099.8991,21.1939,2687.009,2689.0691,122.006,4.156751999,0.071430407,0,0,0,0,28 - 30 degree
1638.0143,14.4096,1582.851,7133.8988,21.5636,2687.862,2689.7982,113.0081,4.355211551,0.068990912,0,0,0,0,28 - 30 degree
1710.0575,13.681,1582.949,7115.9197,21.2388,2688.11,2690.015,109.0006,4.161216626,0.063740898,0,0,0,0,28 - 30 degree
1704.0051,13.3589,1583.22,7050.9179,21.5267,2688.9,2690.8063,113.0081,4.137850233,0.066319109,0,0,0,0,28 - 30 degree
1613.9999,14.4455,1583.533,6790.9109,22.3247,2689.146,2690.9941,113.0081,4.207503916,0.070017414,0,0,0,0,28 - 30 degree
1652.0064,14.3201,1582.647,6706.8924,22.8829,2687.305,2689.1317,110.0004,4.059846499,0.066585941,0,0,0,0,28 - 30 degree
1600.0078,14.9116,1583.344,6654.9144,23.4796,2689.136,2690.9258,110.0004,4.159301223,0.068749915,0,0,0,0,28 - 30 degree
1782.0357,14.7211,1583.078,7347.9201,24.1124,2690.093,2692.0911,150.0079,4.123329347,0.084177831,0,0,0,0,28 - 30 degree
1794.0104,13.7577,1581.514,7356.91,22.5043,2685.463,2687.8018,147.0003,4.100817922,0.081939492,0,0,0,0,28 - 30 degree
1554.0616,16.722,1582.705,5898.9802,29.052,2688.148,2689.3749,130.0042,3.795847089,0.08365447,0,0,0,0,28 - 30 degree
1473.037,16.9765,1582.35,5761.9464,28.031,2686.997,2688.8497,124.0055,3.911610095,0.084183561,0,0,0,0,28 - 30 degree
1547.0328,15.8856,1582.377,6343.9656,24.9513,2687.04,2688.9692,103.002,4.100731155,0.06658036,0,0,0,0,28 - 30 degree
1608.0126,15.1969,1582.533,6788.951,22.9727,2687.339,2689.4644,111.0002,4.22195137,0.069029434,0,0,0,0,28 - 30 degree
1689.0369,13.9959,1581.686,7343.8869,21.0872,2685.248,2687.5177,117.0071,4.347973037,0.069274449,0,0,0,0,28 - 30 degree
1627.0159,14.5727,1582.024,6764.9789,23.1596,2686.542,2688.4471,222.0081,4.157905832,0.136451094,0,0,0,0,28 - 30 degree
1696.0003,13.7871,1581.97,7390.9089,20.7455,2685.972,2688.0072,112.0083,4.357846458,0.066042618,0,0,0,0,28 - 30 degree
1649.0127,14.2872,1581.796,7406.9295,21.019,2685.42,2687.5648,109.0006,4.491735873,0.066100522,0,0,0,0,28 - 30 degree
1699.059,13.6877,1582.728,7198.9005,20.9974,2687.427,2689.4173,124.0055,4.236992653,0.072984811,0,0,0,0,28 - 30 degree
1593.0443,14.7555,1582.82,6253.9541,23.4371,2688.008,2689.8075,210.0025,3.925787939,0.131824645,0,0,0,0,28 - 30 degree
1620.0522,14.5761,1582.603,6671.9712,22.3672,2687.422,2689.3728,104.0018,4.118368038,0.064196573,0,0,0,0,28 - 30 degree
1384.008,13.5487,1582.865,4517.9225,24.839,2685.523,2686.3782,177.0018,3.264376001,0.127890735,0,0,0,0,28 - 30 degree
1606.0602,14.4392,1582.53,6625.9855,23.0088,2687.563,2689.5514,104.0018,4.125614656,0.064755854,0,0,0,0,28 - 30 degree
1582.0457,14.9148,1583.16,6632.9008,23.182,2689.16,2691.0236,107.0011,4.192610112,0.067634645,0,0,0,0,28 - 30 degree
1673.027,13.9338,1582.955,7126.9835,21.0423,2688.312,2690.2313,118.0069,4.259933342,0.070534964,0,0,0,0,28 - 30 degree
1680.0558,13.758,1583.321,7058.9856,21.4232,2689.039,2690.9325,116.0074,4.201637588,0.06904973,0,0,0,0,28 - 30 degree
1681.032,13.9901,1583.217,7120.9905,21.1465,2688.877,2690.8823,109.0006,4.236082656,0.064841478,0,0,0,0,28 - 30 degree
1698.0179,13.6697,1582.733,6808.8893,21.8355,2687.617,2689.6616,109.0006,4.009904313,0.064192845,0,0,0,0,28 - 30 degree
1582.0457,15.652,1581.807,6195.983,25.1069,2685.952,2688.044,136.0028,3.916437433,0.085966417,0,0,0,0,28 - 30 degree
1647.0603,14.0192,1582.465,6721.9901,22.5998,2687.395,2689.3113,125.0053,4.081204616,0.075896007,0,0,0,0,28 - 30 degree
1580.0283,14.7211,1583.057,6614.9217,22.9318,2688.423,2690.3359,123.0058,4.186584316,0.077850378,0,0,0,0,28 - 30 degree
1587.0569,15.1878,1583.543,6704.9332,22.7225,2689.586,2691.3812,113.0081,4.224759175,0.07120608,0,0,0,0,28 - 30 degree
1560.0488,15.2857,1582.754,6118.9952,26.2209,2687.947,2689.8763,103.002,3.922310123,0.066024858,0,0,0,0,28 - 30 degree
1695.0241,13.7695,1582.9,7005.9699,21.5403,2687.996,2690.0166,135.003,4.133256807,0.079646655,0,0,0,0,28 - 30 degree
1700.0353,17.3084,1582.112,6961.9434,27.7279,2687.828,2690.8006,153.0072,4.095175788,0.090002366,0,0,0,0,28 - 30 degree
1682.0081,14.0149,1581.88,7151.9933,21.1554,2685.718,2687.8183,110.0004,4.252056396,0.065398258,0,0,0,0,28 - 30 degree
1598.0555,14.9494,1583.553,6721.9901,22.6664,2689.698,2691.4852,113.0081,4.206355849,0.070716005,0,0,0,0,28 - 30 degree
1679.0146,13.7527,1583.146,6977.964,21.1177,2688.435,2690.4031,129.0044,4.155987685,0.0768334,0,0,0,0,28 - 30 degree
1597.0142,14.7437,1582.965,6880.0002,22.5837,2688.226,2690.3478,125.0053,4.308039465,0.078274382,0,0,0,0,28 - 30 degree
1661.0525,13.9422,1582.591,7110.9636,21.9622,2687.649,2689.8448,120.0065,4.280998704,0.072247265,0,0,0,0,28 - 30 degree
1649.0127,14.5477,1583.358,6970.9333,23.1371,2689.751,2691.6999,141.0016,4.227337546,0.085506679,0,0,0,0,28 - 30 degree
1741.0356,14.6367,1582.158,7116.9573,24.6417,2687.798,2690.2696,114.0078,4.087772415,0.065482751,0,0,0,0,28 - 30 degree
1925.0159,14.7202,1581.721,7265.9762,27.3621,2689.022,2691.7672,252.0012,3.774501915,0.130908633,0,0,0,0,28 - 30 degree
1745.0054,14.8476,1581.637,7667.9735,23.5654,2687.794,2689.9043,118.0069,4.394240557,0.067625521,0,0,0,0,28 - 30 degree
1639.0557,14.4842,1581.864,7515.9571,20.9548,2685.939,2688.2013,111.0002,4.585540992,0.067722043,0,0,0,0,28 - 30 degree
1753.0103,14.8573,1581.861,6994.9054,22.1924,2686.527,2688.652,123.0058,3.990224929,0.070168327,0,0,0,0,28 - 30 degree
1572.0235,14.8207,1582.67,6283.9199,23.1163,2687.704,2689.6404,135.003,3.99734476,0.085878487,0,0,0,0,28 - 30 degree
1581.0044,14.5061,1582.017,6316.9974,23.0906,2686.163,2688.1992,119.0067,3.995559658,0.075272846,0,0,0,0,28 - 30 degree
1634.0444,14.2006,1583.096,6766.9388,21.7889,2688.438,2690.4005,124.0055,4.141220887,0.075888697,0,0,0,0,28 - 30 degree
1656.0415,13.8063,1582.215,6828.943,22.611,2686.753,2688.8155,107.0011,4.12365451,0.064612572,0,0,0,0,28 - 30 degree
1626.0396,14.4577,1583.215,6664.9406,22.8829,2689.013,2690.7214,114.0078,4.098879634,0.070113791,0,0,0,0,28 - 30 degree
1653.0477,13.9992,1582.881,7061.9818,21.3855,2688.269,2690.2898,112.0083,4.272098016,0.067758662,0,0,0,0,28 - 30 degree
1598.0555,14.6381,1583.666,6735.9353,22.2196,2689.893,2691.8805,124.0055,4.215082205,0.077597743,0,0,0,0,28 - 30 degree
1676.0208,13.7515,1583.075,7001.9354,21.3109,2688.482,2690.4409,108.0009,4.177713904,0.064438878,0,0,0,0,28 - 30 degree
1655.0002,13.8116,1583.021,7056.911,21.339,2688.349,2690.3307,111.0002,4.263994047,0.067069599,0,0,0,0,28 - 30 degree
1622.0047,14.8342,1582.442,6255.9133,24.6369,2687.399,2689.275,106.0013,3.856902079,0.06535203,0,0,0,0,28 - 30 degree
1610.03,14.8609,1582.145,6452.9932,23.9648,2686.756,2688.6851,113.0081,4.007995627,0.070190059,0,0,0,0,28 - 30 degree
1610.03,15.023,1582.732,6490.9112,23.5446,2687.626,2689.4991,113.0081,4.031546741,0.070190059,0,0,0,0,28 - 30 degree
1598.0555,14.9677,1582.375,6221.9143,25.2673,2687.377,2689.2745,112.0083,3.893428169,0.070090369,0,0,0,0,28 - 30 degree
1687.0193,13.8323,1582.954,7023.949,21.509,2688.113,2690.1506,129.0044,4.163526167,0.076468835,0,0,0,0,28 - 30 degree
1692.0305,13.8032,1582.419,7096.9036,21.5644,2687.064,2689.022,110.0004,4.194311864,0.065010885,0,0,0,0,28 - 30 degree
1658.0589,14.5104,1582.065,6852.9158,22.9888,2686.555,2688.6748,108.0009,4.133095513,0.06513695,0,0,0,0,28 - 30 degree
1700.0353,13.6555,1582.215,7194.9821,21.173,2686.517,2688.651,115.0076,4.23225453,0.067650125,0,0,0,0,28 - 30 degree
1517.0311,14.189,1582.235,5851.9575,22.8051,2685.635,2687.3329,164.0047,3.857506613,0.10810899,0,0,0,0,28 - 30 degree
1345.0254,15.811,1583.37,4507.8956,28.4393,2687.171,2688.5216,156.0065,3.351531949,0.115987772,0,0,0,0,28 - 30 degree
1642.0493,14.4945,1582.967,6690.9873,22.3977,2688.334,2690.3395,117.0071,4.074778571,0.071256752,0,0,0,0,28 - 30 degree
1687.0193,13.7919,1582.943,6896.9416,21.5283,2688.004,2689.9503,122.006,4.088241077,0.072320453,0,0,0,0,28 - 30 degree
1643.0253,14.4779,1583.475,6911.9245,21.8114,2689.16,2691.0495,129.0044,4.206827795,0.078516381,0,0,0,0,28 - 30 degree
1653.0477,14.1926,1583.242,6980.9601,21.2179,2688.827,2690.6914,117.0071,4.223084488,0.070782652,0,0,0,0,28 - 30 degree
1716.0449,13.929,1582.945,7070.9716,21.4272,2687.963,2689.9374,120.0065,4.120505005,0.069932028,0,0,0,0,28 - 30 degree
1711.0337,13.9853,1583.192,7074.8893,21.3751,2688.495,2690.4947,123.0058,4.134862627,0.071889759,0,0,0,0,28 - 30 degree
1607.0364,15.3968,1581.768,6708.9671,23.5157,2685.291,2687.3505,106.0013,4.174744953,0.065960734,0,0,0,0,28 - 30 degree
1656.0415,14.1869,1582.058,7176.8876,21.4024,2686.09,2688.2913,108.0009,4.333760718,0.0652163,0,0,0,0,28 - 30 degree
1654.0239,13.7245,1582.365,6817.9946,22.1009,2686.842,2688.9252,93.0043,4.122065346,0.056229115,0,0,0,0,28 - 30 degree
1632.0269,14.2966,1582.566,6862.9427,22.2493,2687.535,2689.4919,93.0043,4.205165184,0.05698699,0,0,0,0,28 - 30 degree
1606.0602,14.5349,1582.612,6690.9873,22.8997,2687.436,2689.3951,100.0027,4.166087485,0.062265848,0,0,0,0,28 - 30 degree
1453.0577,13.9562,1582.435,5895.9834,21.6021,2687.097,2688.8761,361.9927,4.057638867,0.249124794,0,0,0,0,28 - 30 degree
1675.0446,13.7609,1582.355,7115.9197,20.9717,2687.079,2689.037,107.0011,4.248197152,0.063879553,0,0,0,0,28 - 30 degree
1566.0361,14.8159,1582.242,6711.9632,22.9839,2687.144,2689.3133,103.002,4.285956882,0.06577243,0,0,0,0,28 - 30 degree
1645.0429,14.074,1582.621,7165.9385,21.2957,2687.576,2689.6104,103.002,4.356080015,0.062613565,0,0,0,0,28 - 30 degree
1710.0575,13.623,1582.606,6913.9992,21.4786,2687.433,2689.4556,105.0016,4.043138432,0.06140238,0,0,0,0,28 - 30 degree
1729.0607,13.7469,1582.741,7085.9539,21.1161,2687.682,2689.7718,116.0074,4.098152193,0.067092728,0,0,0,0,28 - 30 degree
1639.0557,14.5814,1582.653,6875.9657,21.8659,2687.572,2689.5193,108.0009,4.195077507,0.065892148,0,0,0,0,28 - 30 degree
1659.0351,13.9713,1582.317,6966.8994,21.3543,2687.024,2688.9801,107.0011,4.199368295,0.064495983,0,0,0,0,28 - 30 degree
1669.0574,14.3004,1582.867,6878.9626,21.8443,2687.942,2689.9669,112.0083,4.121465565,0.067108717,0,0,0,0,28 - 30 degree
1582.0457,14.9925,1583.852,6917.9176,21.5251,2689.959,2691.8221,125.0053,4.372767234,0.079014974,0,0,0,0,28 - 30 degree
1640.0317,14.1705,1582.597,6991.9092,21.6871,2687.428,2689.5063,110.0004,4.263276862,0.067072118,0,0,0,0,28 - 30 degree
1589.0092,16.0011,1582.379,6251.9949,27.6701,2687.886,2689.8458,128.0046,3.934524042,0.080556236,0,0,0,0,28 - 30 degree
1649.0127,14.1075,1582.5,6940.9675,22.0472,2687.477,2689.5208,118.0069,4.209165581,0.071562154,0,0,0,0,28 - 30 degree
1629.0333,14.2792,1582.112,7167.8977,21.1674,2686.597,2688.6225,106.0013,4.400092804,0.065070063,0,0,0,0,28 - 30 degree
1610.03,14.4556,1582.571,6467.9761,23.5494,2687.302,2689.2311,129.0044,4.017301603,0.080125464,0,0,0,0,28 - 30 degree
1552.044,15.6273,1583.068,5993.9471,26.2618,2688.752,2690.4352,114.0078,3.861969828,0.073456551,0,0,0,0,28 - 30 degree
1646.0191,14.1587,1582.672,6857.9866,22.1691,2687.757,2689.7672,116.0074,4.166407668,0.070477554,0,0,0,0,28 - 30 degree
1733.0308,13.5119,1582.844,6906.9685,21.7938,2688.114,2690.0259,115.0076,3.98548514,0.066362121,0,0,0,0,28 - 30 degree
1705.0464,13.8927,1582.67,7050.9179,21.3671,2687.558,2689.5519,115.0076,4.135323179,0.067451302,0,0,0,0,28 - 30 degree
1663.0048,13.9608,1582.26,7284.993,21.4312,2686.862,2688.9573,113.0081,4.380620549,0.067954163,0,0,0,0,28 - 30 degree
1686.0432,14.7519,1581.367,6723.9493,23.2037,2685.73,2687.7557,271.0052,3.988005349,0.160734434,0,0,0,0,28 - 30 degree
1731.0132,13.4373,1582.161,7406.9295,20.7006,2686.42,2688.5966,107.0011,4.278956105,0.061814144,0,0,0,0,28 - 30 degree
1636.062,14.0163,1582.235,6939.9305,21.2436,2686.882,2688.9842,109.0006,4.241850553,0.066623759,0,0,0,0,28 - 30 degree
1694.0478,13.6237,1580.681,6749.996,22.4843,2683.207,2685.4131,110.0004,3.984536918,0.064933469,0,0,0,0,28 - 30 degree
1616.0174,14.577,1582.093,6895.904,21.9197,2686.447,2688.5361,86.0059,4.26722138,0.0532209,0,0,0,0,28 - 30 degree
1587.0569,14.4532,1583.13,6172.9325,24.442,2688.583,2690.2836,124.0055,3.88954706,0.07813551,0,0,0,0,28 - 30 degree
1648.0367,14.4012,1581.833,6685.9165,22.1795,2685.853,2688.0103,105.0016,4.056897823,0.063713144,0,0,0,0,28 - 30 degree
1643.0253,14.1746,1582,6792.9856,22.0384,2685.845,2687.9762,99.0029,4.134437613,0.060256467,0,0,0,0,28 - 30 degree
1665.0224,13.9013,1582.341,6943.9643,21.4248,2686.79,2688.8083,118.0069,4.170493022,0.070874062,0,0,0,0,28 - 30 degree
1698.0179,13.6969,1582.536,6943.9643,21.4032,2687.175,2689.2047,112.0083,4.089452944,0.065964146,0,0,0,0,28 - 30 degree
1730.0371,13.6781,1582.562,6962.9811,21.42,2687.356,2689.4034,111.0002,4.024758255,0.064160589,0,0,0,0,28 - 30 degree
1641.0079,14.2189,1582.242,7039.9689,21.2548,2687.068,2689.1664,113.0081,4.290027428,0.068865055,0,0,0,0,28 - 30 degree
1553.0203,14.8392,1581.466,5788.915,23.3617,2684.657,2686.519,170.0033,3.727520497,0.109466245,0,0,0,0,28 - 30 degree
1408.0225,17.3948,1583.173,5371.9355,29.8075,2689.119,2690.5346,120.0065,3.815234132,0.085230527,0,0,0,0,28 - 30 degree
1722.0323,13.4546,1582.75,6947.9981,21.4858,2687.483,2689.5302,120.0065,4.034766421,0.069688879,0,0,0,0,28 - 30 degree
1683.0494,14.0522,1583.078,6808.8893,22.2782,2688.307,2690.3674,120.0065,4.045567112,0.071303017,0,0,0,0,28 - 30 degree
1556.0139,15.3011,1583.634,6388.9137,23.6496,2689.686,2691.553,191.0069,4.105948989,0.122753981,0,0,0,0,28 - 30 degree
1653.0477,14.2196,1583.108,6574.9297,22.6166,2688.488,2690.3478,117.0071,3.97745915,0.070782652,0,0,0,0,28 - 30 degree
1660.0112,14.0473,1581.348,7028.9043,21.5203,2684.625,2686.8977,115.0076,4.23425113,0.069281219,0,0,0,0,28 - 30 degree
1666.0637,14.5811,1581.96,6356.9893,24.2158,2686.439,2688.3684,122.006,3.815573978,0.073230093,0,0,0,0,28 - 30 degree
1658.0589,14.4527,1580.514,6288.9907,25.3611,2683.028,2685.2429,135.003,3.792983892,0.081422319,0,0,0,0,28 - 30 degree
1691.0542,13.9487,1581.842,6985.9162,21.3302,2685.947,2688.0233,121.0062,4.131101298,0.071556666,0,0,0,0,28 - 30 degree
1664.0461,14,1581.941,7023.949,21.2644,2685.76,2687.9265,121.0062,4.221006257,0.072718058,0,0,0,0,28 - 30 degree
1731.0132,13.7096,1581.866,7156.9493,20.9123,2685.595,2687.8245,111.0002,4.134543457,0.06412441,0,0,0,0,28 - 30 degree
1684.0256,13.7662,1582.959,6836.8952,22.3223,2688.331,2690.1465,216.0012,4.059852297,0.128264796,0,0,0,0,28 - 30 degree
1682.0081,13.9718,1582.137,7246.9602,20.9629,2686.323,2688.3995,106.0013,4.308516826,0.063020683,0,0,0,0,28 - 30 degree
1579.0519,14.5768,1580.724,5902.8986,23.2679,2683.791,2686.3622,123.0058,3.738254962,0.077898516,0,0,0,0,28 - 30 degree
1558.0312,14.6701,1582.364,6667.9374,22.202,2687.45,2689.48,105.0016,4.279720072,0.067393772,0,0,0,0,28 - 30 degree
1617.0586,13.9682,1583.145,6915.9577,21.3326,2688.679,2690.6298,110.0004,4.276875124,0.068024993,0,0,0,0,28 - 30 degree
1654.0239,13.8131,1582.447,7043.8879,21.2925,2687.02,2689.0737,89.0052,4.258637315,0.053811314,0,0,0,0,28 - 30 degree
1663.0048,13.6524,1582.6,7102.896,21.1529,2687.135,2689.2285,95.0038,4.271121767,0.057127797,0,0,0,0,28 - 30 degree
1663.0048,13.4972,1582.388,7093.9061,20.7215,2686.974,2689.0344,98.0032,4.26571595,0.058931399,0,0,0,0,28 - 30 degree
1630.0095,14.119,1581.209,6683.9573,22.3167,2684.903,2687.1399,123.0058,4.100563402,0.075463241,0,0,0,0,28 - 30 degree
1666.0637,13.9509,1581.741,6581.9597,21.4513,2685.511,2687.6476,113.0081,3.95060507,0.067829399,0,0,0,0,28 - 30 degree
1644.0016,14.3971,1581.87,6500.9381,22.4466,2685.828,2688.164,119.0067,3.954338061,0.072388433,0,0,0,0,28 - 30 degree
1654.0239,14.7846,1582.271,6479.9622,22.7177,2686.851,2688.9573,119.0067,3.917695627,0.071949807,0,0,0,0,28 - 30 degree
1697.0416,14.2306,1582.261,6820.9915,21.2981,2686.659,2688.9444,111.0002,4.019342543,0.065408061,0,0,0,0,28 - 30 degree
1674.0034,13.9908,1582.424,6912.9622,21.4705,2686.847,2688.9982,107.0011,4.129598662,0.063919285,0,0,0,0,28 - 30 degree
1429.0433,14.8933,1583.015,5383.9216,24.5543,2687.593,2689.0675,156.0065,3.767500677,0.109168491,0,0,0,0,28 - 30 degree
1725.0259,15.3278,1581.877,6333.9388,23.2238,2687.57,2690.0797,159.0059,3.67179345,0.092175949,0,0,0,0,28 - 30 degree
1671.0098,13.7204,1582.825,6784.9172,21.8812,2688.046,2690.0243,107.0011,4.060369484,0.064033796,0,0,0,0,28 - 30 degree
1678.0384,13.8977,1582.156,7169.9724,21.165,2686.431,2688.6158,104.0018,4.272829752,0.0619782,0,0,0,0,28 - 30 degree
1696.0003,13.629,1582.553,7086.9915,21.1666,2687.291,2689.1876,115.0076,4.178649909,0.067811073,0,0,0,0,28 - 30 degree
1691.0542,13.7568,1583.012,6983.9563,21.497,2688.408,2690.3266,116.0074,4.129942316,0.06860064,0,0,0,0,28 - 30 degree
1624.0221,14.2951,1583.138,6877.9256,21.9221,2688.384,2690.3907,111.0002,4.235118229,0.068348947,0,0,0,0,28 - 30 degree
1642.0493,14.3139,1582.924,6673.9304,22.8155,2688.102,2690.1584,124.0055,4.064391002,0.075518744,0,0,0,0,28 - 30 degree
1657.0176,14.0478,1582.175,7026.9451,21.2757,2686.405,2688.4321,114.0078,4.240718445,0.068803011,0,0,0,0,28 - 30 degree
1288.0155,14.6211,1581.688,4192.107,24.843,2683.587,2684.832,167.004,3.254702292,0.12965993,0,0,0,0,28 - 30 degree
1690.0129,15.8493,1579.702,6342.928,26.9499,2682.03,2684.0884,188.0076,3.753183186,0.111246251,0,0,0,0,28 - 30 degree
1666.0637,14.1532,1581.741,7000.8984,21.1762,2685.711,2687.8007,115.0076,4.202059261,0.069029534,0,0,0,0,28 - 30 degree
1680.0558,14.0228,1581.59,7135.9734,21.1209,2685.102,2687.2983,111.0002,4.247462138,0.066069353,0,0,0,0,28 - 30 degree
1735.0481,13.1884,1582.546,6939.9305,21.4152,2687.271,2689.2683,125.0053,3.999849053,0.072047167,0,0,0,0,28 - 30 degree
1659.0351,14.2177,1583.159,7117.9943,21.3478,2688.836,2690.7845,122.006,4.290442258,0.073540337,0,0,0,0,28 - 30 degree
1698.0179,14.2229,1581.651,7345.9609,20.9292,2685.572,2687.7557,124.0055,4.326197562,0.07302956,0,0,0,0,28 - 30 degree
1563.0425,14.6937,1580.858,5846.886,24.2359,2683.523,2686.1195,87.0057,3.740708266,0.055664321,0,0,0,0,28 - 30 degree
1595.0617,14.4714,1582.275,6805.8938,22.4089,2687.03,2688.9801,98.0032,4.266853,0.061441636,0,0,0,0,28 - 30 degree
1688.0606,13.5915,1581.095,7129.9804,20.8947,2684.453,2686.7472,94.0041,4.223770403,0.055687633,0,0,0,0,28 - 30 degree
1601.049,13.999,1582.325,6802.8963,22.4859,2687.051,2689.0406,97.0034,4.249024421,0.060587402,0,0,0,0,28 - 30 degree
