G FWHM,G Shift,2D FWHM,2D Shift,2D/G,D/G,R/G,R'/G,_Target
19.0922,1583.383,53.8618,2694.899,0.807267952,0.051653734,0,0,BLG-AB
16.2621,1585.365,55.1521,2693.224,0.570824417,0.037060441,0,0,BLG-AB
13.6173,1579.839,51.83,2690.259,0.715651797,0.030885582,0,0,BLG-AB
14.2674,1580.249,52.3578,2691.11,0.732635714,0.035068892,0,0,BLG-AB
15.722,1583.085,53.5326,2696.328,0.750971528,0.031864159,0,0,BLG-AB
13.7932,1584.946,54.0669,2692.335,0.470940875,0.032438373,0,0,BLG-AB
15.6661,1583.788,53.2224,2694.577,0.630231739,0.041771293,0,0,BLG-AB
14.9631,1581.887,52.1621,2694.549,0.73656064,0.035857475,0,0,BLG-AB
14.4767,1582.943,54.7777,2693.917,0.580451175,0.051197108,0,0,BLG-AB
13.8596,1586.631,55.9166,2696.27,0.482355768,0.04075329,0,0,BLG-AB
16.506,1585.9,54.3931,2697.418,0.653880222,0.035029563,0,0,BLG-AB
14.4933,1582.664,52.7379,2695.051,0.615077506,0.036110026,0,0,BLG-AB
14.7142,1585.351,54.3993,2695.404,0.533096402,0.044907369,0,0,BLG-AB
14.8397,1585.303,53.8363,2694.888,0.548617228,0.032406856,0,0,BLG-AB
16.1622,1583.838,53.8577,2695.146,0.67216349,0.039027966,0,0,BLG-AB
16.372,1584.28,53.1688,2699.087,0.719857777,0.03933159,0,0,BLG-AB
14.6403,1585.766,55.9887,2694.513,0.513047633,0.044267777,0,0,BLG-AB
14.9468,1586.595,53.411,2696.063,0.540131628,0.035446849,0,0,BLG-AB
15.1485,1585.874,53.875,2696.56,0.591404092,0.033987461,0,0,BLG-AB
15.6288,1583.295,51.2651,2694.819,0.800936975,0.054994502,0,0,BLG-AB
15.0659,1586.578,52.7774,2697.472,0.556798839,0.038104487,0,0,BLG-AB
15.5398,1587.746,55.2435,2698.664,0.523548096,0.034118338,0,0,BLG-AB
13.8121,1580.472,53.0852,2691.797,0.722259484,0.037547984,0,0,BLG-AB
13.4528,1583.16,54.1628,2693.078,0.535766132,0.033079112,0,0,BLG-AB
15.4949,1585.393,54.4235,2694.925,0.53447338,0.037039783,0,0,BLG-AB
15.0611,1582.164,53.4257,2690.931,0.680420484,0.041772276,0,0,BLG-AB
13.3914,1586.514,54.3529,2695.063,0.472687962,0.030694407,0,0,BLG-AB
17.8335,1582.038,53.7789,2694.871,0.568336064,0.042746332,0,0,BLG-AB
14.546,1581.487,52.6569,2693.869,0.719704907,0.038886578,0,0,BLG-AB
15.6195,1582.213,53.4665,2693.593,0.685620249,0.043957423,0,0,BLG-AB
15.6441,1584.177,52.0183,2697.808,0.771190218,0.048444613,0,0,BLG-AB
14.4639,1584.64,55.3633,2693.099,0.505666184,0.033844021,0,0,BLG-AB
13.866,1580.394,52.3032,2691.723,0.754650253,0.032860092,0,0,BLG-AB
14.3548,1581.814,52.6072,2693.597,0.71910129,0.040390888,0,0,BLG-AB
15.0195,1582.794,53.3193,2694.996,0.506317835,0.044501,0,0,BLG-AB
16.6315,1585.672,55.7768,2693.452,0.58667976,0.038854972,0,0,BLG-AB
14.732,1584.484,53.3815,2696.79,0.604963075,0.037565359,0,0,BLG-AB
14.3142,1585.571,55.9637,2695.28,0.49972225,0.030900251,0,0,BLG-AB
14.718,1581.406,52.3457,2694.336,0.743493658,0.038485167,0,0,BLG-AB
15.3428,1583.861,52.9147,2696.929,0.668450224,0.049796267,0,0,BLG-AB
15.0487,1583.101,53.7227,2696.58,0.718770461,0.038955424,0,0,BLG-AB
17.3628,1583.862,54.3903,2694.502,0.685658626,0.042424201,0,0,BLG-AB
13.5121,1579.965,53.155,2690.023,0.724351163,0.0370768,0,0,BLG-AB
16.3306,1583.502,52.1106,2697.3,0.775850721,0.040000458,0,0,BLG-AB
16.6428,1584.63,52.0204,2699.54,0.804035308,0.038186109,0,0,BLG-AB
15.4307,1582.35,52.6885,2694.782,0.712564269,0.038378715,0,0,BLG-AB
13.5891,1583.12,54.3147,2694.779,0.557569989,0.040128032,0,0,BLG-AB
14.5819,1585.017,54.7795,2695.346,0.539629231,0.032016967,0,0,BLG-AB
14.2044,1579.443,52.5534,2689.475,0.731310083,0.038230279,0,0,BLG-AB
14.6056,1584.493,55.2137,2693.76,0.498352268,0.051535788,0,0,BLG-AB
13.9737,1581.165,52.8454,2693.397,0.712986084,0.032190095,0,0,BLG-AB
16.3831,1582.72,52.5911,2694.145,0.743036531,0.041324743,0,0,BLG-AB
14.0024,1580.178,52.4524,2690.955,0.746177863,0.03351752,0,0,BLG-AB
13.5463,1580.137,52.1292,2690.905,0.717521191,0.03133246,0,0,BLG-AB
14.069,1581.583,52.2094,2694.254,0.731281188,0.033804654,0,0,BLG-AB
15.2197,1583.458,55.2123,2691.353,0.503528597,0.056780963,0,0,BLG-AB
16.3046,1583.666,55.5579,2695.504,0.647958761,0.058054593,0,0,BLG-AB
14.7093,1584.881,54.1271,2694.294,0.55422662,0.03147076,0,0,BLG-AB
15.6409,1583.429,52.6798,2697.503,0.737353731,0.039114234,0,0,BLG-AB
15.337,1583.556,54.2559,2689.409,0.534069466,0.035756319,0,0,BLG-AB
14.724,1582.772,52.8988,2696.592,0.728358266,0.03875587,0,0,BLG-AB
14.9711,1582.121,52.3402,2694.552,0.719850569,0.032006043,0,0,BLG-AB
14.9182,1582.533,52.042,2696.235,0.69818073,0.039122853,0,0,BLG-AB
14.3677,1585.989,53.7296,2696.145,0.55731671,0.029938304,0,0,BLG-AB
13.4864,1580.3,53.167,2691.654,0.695039738,0.036745335,0,0,BLG-AB
14.6226,1587.567,56.1383,2698.248,0.489425764,0.031449185,0,0,BLG-AB
18.513,1586.513,55.6902,2697.033,0.637377854,0.0406676,0,0,BLG-AB
14.3589,1579.337,54.6411,2694.759,0.789260242,0.032302948,0,0,BLG-AB
16.0841,1585.947,54.9776,2694.46,0.545478724,0.040669668,0,0,BLG-AB
14.4557,1583.04,53.0028,2696.667,0.688598997,0.044660399,0,0,BLG-AB
15.4221,1586.407,53.9277,2696.446,0.548123938,0.038132611,0,0,BLG-AB
15.8221,1587.588,51.8023,2693.189,0.670626587,0.065619647,0,0,BLG-AB
15.974,1586.387,54.8952,2696.788,0.555564728,0.037635748,0,0,BLG-AB
14.6463,1581.132,54.4595,2692.618,0.70166333,0.043520132,0,0,BLG-AB
18.1003,1583.71,53.3579,2696.382,0.856552232,0.037746425,0,0,BLG-AB
14.7602,1584.72,54.3591,2691.428,0.508117148,0.043365219,0,0,BLG-AB
15.4938,1583.309,53.0204,2697.042,0.741724671,0.041338585,0,0,BLG-AB
14.7061,1583.329,52.701,2697.302,0.69154828,0.036922144,0,0,BLG-AB
14.8955,1586.817,54.9547,2697.291,0.509783991,0.034503803,0,0,BLG-AB
15.087,1584.087,53.2753,2692.542,0.587462587,0.031127533,0,0,BLG-AB
13.5903,1580.677,52.1901,2692.103,0.71317461,0.032831913,0,0,BLG-AB
15.533,1583.997,52.2466,2698.636,0.776730563,0.039362359,0,0,BLG-AB
16.0736,1584.715,54.9208,2692.194,0.560616941,0.030160943,0,0,BLG-AB
18.5417,1581.431,54.5472,2693.261,0.955378683,0.042398614,0,0,BLG-AB
18.1115,1585.625,56.1798,2695.69,0.627580915,0.040424878,0,0,BLG-AB
14.7474,1585.856,52.6534,2693.455,0.575402059,0.046570215,0,0,BLG-AB
14.1127,1582.418,52.5289,2694.509,0.704906824,0.032456416,0,0,BLG-AB
16.3526,1582.155,52.7438,2694.112,0.78525525,0.045303761,0,0,BLG-AB
16.1735,1580.781,54.1855,2692.621,0.797806135,0.032877668,0,0,BLG-AB
14.9259,1584.171,52.6582,2699.039,0.718526764,0.035959094,0,0,BLG-AB
14.5922,1584.151,55.5119,2696.624,0.558728362,0.05038344,0,0,BLG-AB
14.1306,1585.034,53.3176,2692.883,0.513888768,0.032410558,0,0,BLG-AB
14.8194,1586.308,54.2158,2695.161,0.517749185,0.029794,0,0,BLG-AB
14.6139,1584.829,50.4567,2691.603,0.680671124,0.047737177,0,0,BLG-AB
13.8482,1580.597,53.1165,2692.695,0.70409222,0.032877668,0,0,BLG-AB
14.073,1582.193,53.2051,2694.624,0.652316738,0.034483357,0,0,BLG-AB
13.955,1580.509,51.5485,2691.935,0.74198386,0.032726458,0,0,BLG-AB
15.199,1583.896,52.1466,2698.255,0.776104935,0.033960124,0,0,BLG-AB
15.7302,1580.329,52.9303,2689.427,0.769146197,0.037959104,0,0,BLG-AB
16.2994,1585.445,53.7656,2695.427,0.607121222,0.035491482,0,0,BLG-AB
13.7626,1582.863,53.2131,2696.112,0.660318688,0.036419019,0,0,BLG-AB
18.8785,1583.134,53.9442,2695.868,0.875279171,0.04153939,0,0,BLG-AB
15.0712,1582.543,53.7314,2695.969,0.700834808,0.036299936,0,0,BLG-AB
20.2123,1584.05,51.9271,2697.701,0.897344513,0.043920848,0,0,BLG-AB
14.3512,1586.863,53.8293,2696.76,0.498176434,0.031267226,0,0,BLG-AB
15.3535,1581.4,53.7096,2692.976,0.710008163,0.038229276,0,0,BLG-AB
14.1372,1583.886,54.3287,2694.745,0.530346638,0.045646744,0,0,BLG-AB
14.2939,1585.409,55.1154,2693.259,0.495924607,0.042801479,0,0,BLG-AB
15.0659,1586.422,57.3578,2695.544,0.489233087,0.048537567,0,0,BLG-AB
13.9535,1580.006,51.7097,2690.835,0.775269451,0.034235782,0,0,BLG-AB
14.6415,1581.938,52.7701,2693.924,0.655823987,0.041352253,0,0,BLG-AB
16.5671,1583.879,52.5191,2698.603,0.786396395,0.039319158,0,0,BLG-AB
16.5783,1582.97,55.7338,2689.215,0.572155069,0.034083505,0,0,BLG-AB
14.8186,1585.441,53.4526,2693.641,0.504680223,0.050938056,0,0,BLG-AB
14.6391,1583.128,53.0706,2697.163,0.694263303,0.049760865,0,0,BLG-AB
17.0907,1583.951,56.2851,2692.147,0.599758943,0.040877847,0,0,BLG-AB
16.081,1582.792,52.9787,2696.136,0.763323137,0.035921013,0,0,BLG-AB
14.133,1580.039,54.119,2689.47,0.753034403,0.036677594,0,0,BLG-AB
13.4977,1579.888,52.4388,2690.352,0.714187494,0.031005367,0,0,BLG-AB
13.865,1579.893,51.6592,2690.714,0.730948195,0.034541122,0,0,BLG-AB
15.5288,1580.33,53.3832,2691.083,0.761871723,0.034432696,0,0,BLG-AB
15.2793,1580.288,53.4803,2691.274,0.757574243,0.031417907,0,0,BLG-AB
16.4647,1582.598,52.7,2695.343,0.797682137,0.035543894,0,0,BLG-AB
14.9764,1583.963,54.0356,2696.717,0.607765988,0.059909055,0,0,BLG-AB
14.5061,1586.227,56.5946,2697.479,0.534278979,0.034237574,0,0,BLG-AB
15.242,1584.532,54.1154,2693.826,0.567052031,0.034877175,0,0,BLG-AB
15.2715,1580.72,52.7981,2693.491,0.794745879,0.040468987,0,0,BLG-AB
14.8726,1583.416,53.6775,2692.763,0.595234325,0.032516388,0,0,BLG-AB
15.0205,1584.359,53.8501,2697.355,0.588053948,0.061100348,0,0,BLG-AB
15.8466,1584.076,53.3757,2692.306,0.597843821,0.034529194,0,0,BLG-AB
18.5718,1582.103,52.9638,2694.079,0.713236414,0.041024422,0,0,BLG-AB
14.7999,1582.887,52.0905,2696.105,0.713558875,0.033538824,0,0,BLG-AB
13.5764,1581.155,52.8502,2693.523,0.718851941,0.036976625,0,0,BLG-AB
15.5776,1582.904,52.323,2695.351,0.714976889,0.041719791,0,0,BLG-AB
16.2093,1585.566,55.596,2694.064,0.539883388,0.034322748,0,0,BLG-AB
14.8009,1581.386,53.9297,2690.54,0.613031409,0.053640713,0,0,BLG-AB
14.0986,1581.241,53.0551,2692.99,0.666670151,0.032204237,0,0,BLG-AB
14.7602,1585.815,54.3093,2694.78,0.492496981,0.044598649,0,0,BLG-AB
16.6928,1583.524,54.0245,2696.669,0.715537315,0.040229843,0,0,BLG-AB
14.6789,1583.311,53.622,2695.249,0.577805328,0.086584465,0,0,BLG-AB
17.3621,1581.622,54.2883,2694.922,0.794680325,0.040342766,0,0,BLG-AB
14.6341,1583.438,53.7066,2696.4,0.632777748,0.05367428,0,0,BLG-AB
14.6602,1582.885,50.754,2694.832,0.75914263,0.04239065,0,0,BLG-AB
15.0467,1585.151,54.6548,2695.514,0.544392967,0.042369231,0,0,BLG-AB
14.3713,1581.419,52.1713,2693.112,0.690246844,0.029784277,0,0,BLG-AB
15.8138,1586.455,56.9201,2692.595,0.655256342,0.044229053,0,0,BLG-AB
13.9802,1580.685,53.2664,2691.961,0.702503318,0.032103787,0,0,BLG-AB
15.158,1581.61,53.378,2693.909,0.709497495,0.033570411,0,0,BLG-AB
16.672,1584.65,43.7155,2692.04,0.551209454,0.031085213,0,0,0 - 5 degree
13.7616,1584.526,43.1053,2693.423,0.44464525,0.026842779,0,0,0 - 5 degree
14.6089,1584.496,43.6724,2693.764,0.45884492,0.029120368,0,0,0 - 5 degree
14.5943,1584.646,43.2662,2692.838,0.45281142,0.032647278,0,0,0 - 5 degree
16.1777,1585.13,45.6498,2694.535,0.470054623,0.030001107,0,0,0 - 5 degree
15.1855,1583.915,45.5664,2692.181,0.449248254,0.029346756,0,0,0 - 5 degree
15.6929,1584.902,46.6106,2695.553,0.45626508,0.029186413,0,0,0 - 5 degree
14.3699,1584.687,41.9256,2693.504,0.452214628,0.030882825,0,0,0 - 5 degree
15.3519,1584.22,43.2323,2692.836,0.469150122,0.027366593,0,0,0 - 5 degree
15.0005,1583.629,45.0792,2692.985,0.441876739,0.029089323,0,0,0 - 5 degree
15.4192,1585.006,44.1212,2692.46,0.532594267,0.035503191,0,0,0 - 5 degree
15.4713,1583.368,42.9455,2690.92,0.464349764,0.028526401,0,0,0 - 5 degree
14.2837,1585.129,43.7788,2694.536,0.432160803,0.030326314,0,0,0 - 5 degree
15.9782,1583.269,48.9011,2693.689,0.435176143,0.036333581,0,0,0 - 5 degree
14.5927,1583.845,41.8945,2689.836,0.502860911,0.031682564,0,0,0 - 5 degree
16.2183,1584.227,46.2428,2693.18,0.462125111,0.033621933,0,0,0 - 5 degree
14.8632,1584.257,43.6828,2693.38,0.44884583,0.038301817,0,0,0 - 5 degree
14.9628,1583.028,48.9987,2692.738,0.442017909,0.027362891,0,0,0 - 5 degree
15.9288,1583.279,46.4048,2692.539,0.471673843,0.031029944,0,0,0 - 5 degree
16.9668,1583.698,47.5558,2692.338,0.484615387,0.037274289,0,0,0 - 5 degree
15.7122,1585.257,44.6154,2694.485,0.440683847,0.031535846,0,0,0 - 5 degree
15.6056,1584.197,49.7159,2693.414,0.43261933,0.028784567,0,0,0 - 5 degree
11.9416,1586.627,33.1493,2683.213,0.534521598,0.038285893,0,0.229723216,5 - 9 degree
12.4984,1586.424,35.4854,2685.79,0.590120788,0.038933647,0,0.201892354,5 - 9 degree
11.7115,1588.852,34.7811,2685.93,0.485787374,0.024796217,0,0.200185559,5 - 9 degree
12.9767,1588.039,34.6377,2685.479,0.546246258,0.025989494,0,0.165425283,5 - 9 degree
12.6987,1586.165,33.5821,2686.648,0.611425857,0.047155682,0,0.377774244,5 - 9 degree
12.1194,1586.292,33.8358,2684.633,0.591613687,0.024258768,0,0.173762432,5 - 9 degree
12.939,1588.371,38.1717,2688.304,0.476114511,0.024611592,0,0.213438044,5 - 9 degree
12.8606,1586.827,36.6231,2686.76,0.514171426,0.042446125,0,0.214911125,5 - 9 degree
13.362,1585.366,35.1156,2685.808,0.649140408,0.026031336,0,0.341641955,5 - 9 degree
11.6946,1588.723,37.3635,2688.395,0.410994462,0.026242006,0,0.086223474,5 - 9 degree
11.8511,1587.427,33.6062,2686.572,0.538133486,0.038974203,0,0.357678386,5 - 9 degree
12.3045,1588.959,35.8524,2687.09,0.418178655,0.027208292,0,0.10358142,5 - 9 degree
11.6471,1588.283,34.4424,2684.639,0.468223171,0.021955015,0,0.239250903,5 - 9 degree
17.9121,1587.57,39.313,2686.426,0.516223844,0.038829945,0,0.092299484,5 - 9 degree
15.2205,1586.679,36.8961,2686.886,0.699557388,0.046983582,0,0.325394086,5 - 9 degree
12.2981,1587.018,33.6855,2682.809,0.520956878,0.026193335,0,0.275713999,5 - 9 degree
11.8232,1588.397,34.5137,2686.581,0.518180912,0.03950787,0,0.186750844,5 - 9 degree
14.7726,1583.992,34.0269,2688.352,0.590174949,0.041360431,0,0.076884717,5 - 9 degree
11.4462,1586.017,35.3815,2684.483,0.609393189,0.027619004,0,0.198663518,5 - 9 degree
11.1755,1588.277,34.0761,2685.913,0.509704512,0.023597913,0,0.311470404,5 - 9 degree
15.9887,1588.201,39.8027,2687.104,0.461949886,0.030482611,0,0.093786135,5 - 9 degree
12.2759,1586.868,33.9162,2684.805,0.536998437,0.051900172,0,0.186537258,5 - 9 degree
14.4514,1583.047,32.708,2683.574,0.81534179,0.041016825,0,0.410771118,5 - 9 degree
11.4963,1588.486,35.0131,2688.969,0.39436814,0.036602714,0,0.093247985,5 - 9 degree
11.353,1587.639,37.0547,2686.037,0.375514156,0.026351707,0,0.07597921,5 - 9 degree
14.0594,1584.686,31.9331,2686.498,0.808417307,0.047556461,0,0.455713111,5 - 9 degree
11.6147,1587.329,33.3537,2682.087,0.524800291,0.025495413,0,0.261660844,5 - 9 degree
12.588,1588.587,33.9905,2689.857,0.582816512,0.040292942,0,0.370010314,5 - 9 degree
11.6294,1587.851,34.0823,2684.067,0.483697179,0.024142234,0,0.143500855,5 - 9 degree
12.4519,1586.392,33.4604,2683.444,0.578348856,0.024403844,0,0.168867497,5 - 9 degree
15.3211,1584.054,32.1756,2685.46,0.859273094,0.053280442,0,0.332668277,5 - 9 degree
12.3479,1589.319,36.5311,2683.36,0.682437616,0.052731418,0,0.086849642,5 - 9 degree
13.1621,1584.189,35.1172,2680.889,0.659819078,0.084053945,0,0.260808311,5 - 9 degree
13.7677,1583.16,31.7419,2683.428,0.735482913,0.057399395,0,0.389394521,5 - 9 degree
10.6522,1588.325,35.2098,2687.118,0.552072564,0.029136702,0,0.150369561,5 - 9 degree
12.1997,1587.448,34.0269,2684.879,0.532419487,0.023169408,0,0.200474703,5 - 9 degree
12.2751,1587.735,35.2568,2683.887,0.514955784,0.025894343,0,0.303860807,5 - 9 degree
14.7436,1584.468,32.6322,2685.974,0.810235021,0.047431018,0,0.47493491,5 - 9 degree
14.026,1586.533,37.8277,2685.866,0.560019372,0.050751124,0,0.257912016,5 - 9 degree
17.4552,1585.405,41.0118,2685.261,0.688827878,0.06118546,0,0.378290759,5 - 9 degree
12.2788,1588.193,35.0696,2689.11,0.54666988,0.042308333,0,0.336235263,5 - 9 degree
14.0642,1582.52,30.9296,2682.475,0.821941746,0.057980968,0,0.464511913,5 - 9 degree
12.5051,1587.726,35.0796,2685.13,0.527500764,0.025281782,0,0.285367883,5 - 9 degree
12.0452,1587.709,35.3815,2688.727,0.395192161,0.036920388,0,0.081591817,5 - 9 degree
11.8016,1587.686,36.9044,2688.857,0.391857427,0.027102346,0,0.068905568,5 - 9 degree
13.9335,1583.16,29.1397,2684.077,1.055811637,0.073755066,0,0.376729826,5 - 9 degree
11.5359,1586.855,36.6511,2680.131,0.395317387,0.035849854,0,0.12380296,5 - 9 degree
12.8704,1586.867,35.9702,2687.317,0.441222601,0.024849477,0,0.072013102,5 - 9 degree
13.3295,1585.51,35.3206,2683.738,0.576372929,0.030334839,0,0.181997944,5 - 9 degree
15.6955,1585.153,38.3961,2687.65,0.740459916,0.059979595,0,0.261167257,5 - 9 degree
14.9012,1583.161,32.2582,2683.454,0.863302675,0.044923724,0,0.248051597,5 - 9 degree
11.2124,1587.572,33.663,2685.313,0.498272257,0.036176322,0,0.176056005,5 - 9 degree
14.4122,1583.65,32.7112,2685.103,0.84913523,0.044232089,0,0.530783094,5 - 9 degree
12.6026,1589.138,36.7988,2685.432,0.423576273,0.048481894,0,0.135326397,5 - 9 degree
11.8107,1588.694,35.5325,2687.026,0.51533573,0.032983417,0,0.256689731,5 - 9 degree
13.4355,1588.629,35.3877,2686.015,0.539989027,0.027483698,0,0.303813154,5 - 9 degree
13.7325,1589.163,33.9916,2684.35,0.514718361,0.025837729,0,0.235561351,5 - 9 degree
10.912,1587.695,34.9265,2683.179,0.439670396,0.022262204,0,0.153252699,5 - 9 degree
11.5144,1589.315,35.7125,2687.329,0.471014414,0.021306233,0,0.22846514,5 - 9 degree
11.5325,1587.068,36.0145,2683.145,0.447532133,0.029568182,0,0.14651776,5 - 9 degree
14.7139,1586.504,39.3228,2680.425,0.482274387,0.05994276,0,0.180917803,5 - 9 degree
11.557,1589.82,36.9494,2687.995,0.435932154,0.025458339,0,0.146053153,5 - 9 degree
13.5858,1582.7,30.2356,2682.407,0.788469765,0.051500574,0,0.375827246,5 - 9 degree
15.677,1584.508,35.5055,2682.046,0.739530263,0.086626835,0,0.263941398,5 - 9 degree
12.8361,1587.587,34.3988,2682.544,0.5265919,0.026305297,0,0.324568607,5 - 9 degree
18.4463,1587.68,35.9951,2683.661,0.664895864,0.031790119,0,0.183919631,5 - 9 degree
11.4495,1588.387,37.8906,2687.204,0.466533302,0.026606284,0,0.150460944,5 - 9 degree
13.9968,1588.397,35.493,2687.878,0.577208839,0.031921955,0,0.187333981,5 - 9 degree
16.9451,1587.719,38.6018,2685.473,0.487868943,0.032201837,0,0.094775393,5 - 9 degree
13.398,1587.058,35.5934,2685.775,0.565460699,0.041413879,0,0.272223061,5 - 9 degree
12.7852,1588.638,34.3233,2685.191,0.517495418,0.025220364,0,0.232295815,5 - 9 degree
11.2309,1588.844,37.0318,2686.612,0.453635037,0.031669575,0,0.233276841,5 - 9 degree
13.472,1590.585,36.099,2689.934,0.519663862,0.028528354,0,0.176778115,5 - 9 degree
12.3842,1586.704,35.4826,2685.574,0.562063774,0.036811004,0,0.322507599,5 - 9 degree
13.0756,1585.567,37.709,2683.669,0.558693763,0.042325766,0,0.367382941,5 - 9 degree
10.8106,1589.481,36.4252,2685.753,0.407086124,0.024096577,0,0.124789747,5 - 9 degree
12.3492,1587.532,34.7742,2686.85,0.510410509,0.045227994,0,0.250986581,5 - 9 degree
12.6438,1590.865,37.2527,2690.418,0.478221328,0.025479842,0,0.153359946,5 - 9 degree
11.9185,1587.464,33.7353,2684.052,0.501200911,0.0241768,0,0.273822649,5 - 9 degree
11.0469,1588.483,34.1204,2686.041,0.572896471,0.035905369,0,0.234187862,5 - 9 degree
14.3404,1583.268,31.3742,2683.757,0.824544329,0.043068302,0,0.47309953,5 - 9 degree
11.5178,1588.024,35.8759,2688.515,0.500499097,0.043002817,0,0.324840255,5 - 9 degree
13.1629,1585.549,38.3269,2682.647,0.411985659,0.033630951,0,0.079627548,5 - 9 degree
14.7771,1587.63,35.3787,2682.53,0.55795936,0.028170742,0,0.256223523,5 - 9 degree
16.0143,1584.741,39.5181,2682.471,0.656672151,0.051503745,0,0.308409349,5 - 9 degree
16.6696,1587.732,39.9612,2684.708,0.581988503,0.049238777,0,0.205790584,5 - 9 degree
13.5447,1585.797,36.5297,2687.14,0.607133339,0.044495506,0,0.2564455,5 - 9 degree
14.5347,1587.404,36.9688,2684.969,0.447181174,0.027643925,0,0.079679507,5 - 9 degree
14.7323,1586.676,37.1025,2685.724,0.528190835,0.041788509,0,0.088799921,5 - 9 degree
13.1228,1582.871,31.5425,2683.063,0.731326222,0.052321539,0,0.498196841,5 - 9 degree
14.5778,1583.328,32.3398,2684.035,0.833470439,0.043579227,0,0.54706707,5 - 9 degree
13.1772,1584.334,32.9611,2682.154,0.651595699,0.023630974,0,0.178483151,5 - 9 degree
11.5992,1587.938,34.7423,2685.797,0.496118011,0.023866334,0,0.269851151,5 - 9 degree
14.5807,1590.553,37.6939,2688.889,0.581931371,0.032520169,0,0.265385644,5 - 9 degree
11.9191,1587.488,35.5653,2687.336,0.471641248,0.044066058,0,0.174692354,5 - 9 degree
19.7239,1586.86,39.6295,2680.898,0.668981561,0.039068371,0,0.341328163,5 - 9 degree
14.5146,1583.583,32.1606,2684.895,0.840478767,0.039388268,0,0.475168171,5 - 9 degree
13.2328,1588.121,33.91,2690.365,0.66301352,0.04113893,0,0.404687098,5 - 9 degree
11.7357,1587.672,36.3012,2684.138,0.456098204,0.025442375,0,0.239594696,5 - 9 degree
12.4312,1586.772,35.9688,2683.838,0.409795799,0.025583142,0,0.078639981,5 - 9 degree
13.826,1586.621,36.2112,2689.88,0.519879726,0.028496411,0,0.090320827,5 - 9 degree
12.2593,1586.97,34.1723,2682.669,0.511464807,0.023800123,0,0.182920856,5 - 9 degree
13.4634,1587.446,38.8047,2685.815,0.487303009,0.048333139,0,0.168415258,5 - 9 degree
11.9027,1587.71,33.5844,2685.345,0.496058362,0.045775964,0,0.255284083,5 - 9 degree
11.7443,1588.819,36.1149,2684.886,0.440216048,0.031051167,0,0.15845522,5 - 9 degree
13.273,1589.989,34.5775,2686.678,0.538443631,0.029676568,0,0.302592175,5 - 9 degree
14.2592,1583.232,31.4776,2684.532,0.797139944,0.053810756,0,0.493162583,5 - 9 degree
15.2707,1583.016,33.3744,2683.984,0.833268141,0.0458458,0,0.400191872,5 - 9 degree
13.4558,1585.321,35.2575,2684.363,0.674797104,0.030769201,0,0.186201798,5 - 9 degree
16.3933,1583.084,34.2507,2684.458,0.770929211,0.065353976,0,0.386404515,5 - 9 degree
14.1043,1587.408,37.5993,2686.367,0.530190151,0.045296899,0,0.253773871,5 - 9 degree
12.9388,1587.274,37.0771,2687.489,0.493956259,0.040687536,0,0.212300378,5 - 9 degree
15.2076,1582.893,33.3526,2683.604,0.879669478,0.051347952,0,0.306717595,5 - 9 degree
12.061,1587.131,36.0325,2684.568,0.496503281,0.027687963,0,0.159553776,5 - 9 degree
12.7999,1587.102,36.1107,2683.725,0.513116015,0.028558667,0,0.184896769,5 - 9 degree
13.0755,1587.186,38.8006,2686.355,0.501009741,0.043630767,0,0.174998415,5 - 9 degree
13.0714,1583.471,34.4631,2680.134,0.59378643,0.051956081,0,0.288476284,5 - 9 degree
17.3685,1583.147,33.5297,2684.088,0.890430815,0.056536582,0,0.469239639,5 - 9 degree
12.7396,1587.347,36.2929,2688.533,0.443449407,0.027530645,0,0.073077579,5 - 9 degree
11.4903,1588.346,37.0471,2687.121,0.481248337,0.02383368,0,0.153991059,5 - 9 degree
11.7376,1587.44,33.2942,2684.703,0.497129887,0.042941695,0,0.30943306,5 - 9 degree
12.581,1584.687,35.4832,2682.326,0.604899445,0.025387677,0,0.295811991,5 - 9 degree
14.7707,1586.889,36.8919,2684.155,0.615457985,0.038862301,0,0.187932473,5 - 9 degree
13.7118,1587.769,37.6828,2683.207,0.463674279,0.03609166,0,0.155890527,5 - 9 degree
14.4176,1583.593,31.1908,2684.177,0.852793704,0.039940413,0,0.497027891,5 - 9 degree
14.324,1584.244,34.6543,2682.12,0.674918094,0.029155491,0,0.200765885,5 - 9 degree
11.226,1588.314,35.6869,2684.957,0.444504009,0.027645986,0,0.146121701,5 - 9 degree
14.9782,1583.962,33.2498,2684.617,0.756468598,0.04797216,0,0.420047424,5 - 9 degree
12.6649,1585.474,35.1398,2683.461,0.593774403,0.029339754,0,0.183986871,5 - 9 degree
16.0606,1585.776,36.013,2688.263,0.772324443,0.053070744,0,0.400102408,5 - 9 degree
15.3396,1584.302,34.8979,2690.436,1.023272484,0.047323387,0,0.414265626,5 - 9 degree
14.9091,1587.52,38.3179,2685.564,0.454514056,0.030711747,0,0.080401945,5 - 9 degree
13.7935,1585.809,35.1116,2685.841,0.621311321,0.07044493,0,0.25265817,5 - 9 degree
13.2387,1582.729,30.7706,2682.627,0.814840217,0.034550217,0,0.483009941,5 - 9 degree
14.9969,1588.448,39.8858,2687.882,0.553981172,0.033295792,0,0.209524863,5 - 9 degree
11.913,1588.297,35.0601,2687.172,0.525884669,0.040647405,0,0.210859506,5 - 9 degree
